seed,gate_confidence,gate_on,c0_max_force,e3g_max_force,force_gain,spearman_rho,spearman_p
40202,0.9261135348674684,True,0.2253209360085554,0.2402032136261144,-0.014882277617559003,0.37542200732433045,5.440778131205153e-10
40203,0.2961561313763161,False,0.4977922532585501,0.4977916823072374,5.709513126728183e-07,0.37542200732433045,5.440778131205153e-10
40204,0.0193679425817132,False,0.1288898388526108,0.1288899567794347,-1.1792682391709164e-07,0.37542200732433045,5.440778131205153e-10
40205,0.6476780169029698,True,0.5088491151409669,0.4837480056431431,0.025101109497823793,0.37542200732433045,5.440778131205153e-10
40206,0.726294657251733,True,0.0926726966269545,0.0914890777237567,0.0011836189031978056,0.37542200732433045,5.440778131205153e-10
40207,0.9698872845976468,True,0.2066589476396043,0.3020353884602901,-0.0953764408206858,0.37542200732433045,5.440778131205153e-10
40208,0.6720194249105862,True,0.7435195557352112,0.4242710727109536,0.3192484830242576,0.37542200732433045,5.440778131205153e-10
40209,0.9899984265522284,True,0.2102212850181904,0.1681521249670303,0.0420691600511601,0.37542200732433045,5.440778131205153e-10
40210,0.4856753306101797,False,0.1815765301168724,0.1815762897166219,2.404002504841074e-07,0.37542200732433045,5.440778131205153e-10
40211,0.1530530446430532,False,0.0433209384010465,0.0433210065830922,-6.818204570380182e-08,0.37542200732433045,5.440778131205153e-10
40212,0.3433066417853659,False,0.2450238322871483,0.2450232128540375,6.194331108044793e-07,0.37542200732433045,5.440778131205153e-10
40213,0.9835639512050512,True,0.1119588894174029,0.1298421009008287,-0.01788321148342581,0.37542200732433045,5.440778131205153e-10
40214,0.4525741024314242,False,0.2652603387312375,0.2652596272191815,7.115120559952892e-07,0.37542200732433045,5.440778131205153e-10
40215,0.7154853545324756,True,0.3739359759464845,0.2759845467104541,0.0979514292360304,0.37542200732433045,5.440778131205153e-10
40216,0.9547469233548218,True,0.2339287973053228,0.0991951545119277,0.1347336427933951,0.37542200732433045,5.440778131205153e-10
40217,0.7912710215625198,True,0.3449307874993306,0.4271921718455522,-0.0822613843462216,0.37542200732433045,5.440778131205153e-10
40218,0.145426486870481,False,0.2608139633584272,0.2608142908971153,-3.275386880607911e-07,0.37542200732433045,5.440778131205153e-10
40219,0.3126694261938332,False,0.0215101253483475,0.0215101016782641,2.3670083400262332e-08,0.37542200732433045,5.440778131205153e-10
